category	mir	disease	pmid	description
transcription factor target	hsa-mir-99a	Breast Neoplasms	25388283	"HER2 protein expression and activity are negatively correlated with let-7c expression in TCGA. In summary, we identified an ER-regulated miRNA cluster that regulates HER2, is lost with progression to estrogen independence, and may serve as a biomarker of poor outcome in ER(+) luminal A breast cancer patients."
transcription factor target	hsa-mir-182	Breast Neoplasms	25394902	The miR-183/-96/-182 cluster is up-regulated in most breast cancer. It functions as an oncogene in breast cancer as it increases cell proliferation and migration.
transcription factor target	hsa-mir-183	Breast Neoplasms	25394902	The miR-183/-96/-182 cluster is up-regulated in most breast cancer. It functions as an oncogene in breast cancer as it increases cell proliferation and migration.
transcription factor target	hsa-mir-96	Breast Neoplasms	25394902	The miR-183/-96/-182 cluster is up-regulated in most breast cancer. It functions as an oncogene in breast cancer as it increases cell proliferation and migration.
transcription factor target	hsa-mir-648	Pulmonary Hypertension	25403488	These studies provide a novel link wherein PlGF-mediated downregulation of PAX5 attenuates miR-648 expression leading to increased ET-1 levels that are known to induce PHT in SCA.
transcription factor target	hsa-mir-139	Gastric Neoplasms	25499265	"Given that miR-139 and Jun are deregulated in many cancers, our findings here might have broader implication in other types of human cancers"
transcription factor target	hsa-mir-96	Prostate Neoplasms	25531317	a novel mechanism accounting for the TGF¦Â signaling and bone metastasis.
transcription factor target	hsa-mir-17	"Leukemia, Myeloid, Acute"	25612891	the extent of KIT-induced proliferation itself can modulate myeloid differentiation of cells with wild type RUNX1 function.
transcription factor target	hsa-mir-31	"Carcinoma, Esophageal"	25644061	SOX4 interacts with EZH2 and HDAC3 to suppress microRNA-31 in invasive esophageal cancer cells.
transcription factor target	hsa-mir-638	Melanoma	25650662	miR-638 promotes melanoma metastasis and protects melanoma cells from apoptosis and autophagy.
transcription factor target	hsa-mir-203	"Carcinoma, Cervical"	25658920	BANF1 is downregulated by IRF1-regulated microRNA-203 in cervical cancer.
transcription factor target	hsa-mir-203	Helicobacter pylori Infection	25689935	Our results demonstrated that H. pylori infection induced hepatic insulin resistance by the c-Jun/miR-203/SOCS3 signaling pathway and provide possible implications with regard to resolving insulin resistance.
transcription factor target	hsa-mir-148a	Neoplasms [unspecific]	25703326	Regulatory circuit of PKM2/NF-¦ÊB/miR-148a/152-modulated tumor angiogenesis and cancer progression.
transcription factor target	hsa-mir-152	Neoplasms [unspecific]	25703326	Regulatory circuit of PKM2/NF-¦ÊB/miR-148a/152-modulated tumor angiogenesis and cancer progression.
transcription factor target	hsa-mir-146	Breast Neoplasms	25712342	FOXP3 Controls an miR-146/NF-¦ÊB Negative Feedback Loop That Inhibits Apoptosis in Breast Cancer Cells.
transcription factor target	hsa-mir-31	"Carcinoma, Breast"	25737447	"These studies further suggest that manipulation of miR-31 expression can be used to modulate senescence-related pathological conditions such as cancer,and the aging process."
transcription factor target	hsa-mir-100	"Carcinoma, Cervical"	25757558	"Transcriptional regulation of microRNA-100, -146a, and -150 genes by p53 and NF¦ÊB p65/RelA in mouse striatal STHdh(Q7)/ Hdh(Q7) cells and human cervical carcinoma HeLa cells."
transcription factor target	hsa-mir-146a	"Carcinoma, Cervical"	25757558	"Transcriptional regulation of microRNA-100, -146a, and -150 genes by p53 and NF¦ÊB p65/RelA in mouse striatal STHdh(Q7)/ Hdh(Q7) cells and human cervical carcinoma HeLa cells."
transcription factor target	hsa-mir-150	"Carcinoma, Cervical"	25757558	"Transcriptional regulation of microRNA-100, -146a, and -150 genes by p53 and NF¦ÊB p65/RelA in mouse striatal STHdh(Q7)/ Hdh(Q7) cells and human cervical carcinoma HeLa cells."
transcription factor target	hsa-mir-21	"Carcinoma, Lung, Non-Small-Cell"	25799148	Modulation of the NF-¦ÊB/miR-21/PTEN pathway in NSCLC showed that inhibition of this pathway may increase cisplatin sensitivity.
transcription factor target	hsa-mir-182	"Carcinoma, Hepatocellular"	25813403	Wnt/¦Â-Catenin activates MiR-183/96/182 expression in hepatocellular carcinoma that promotes cell invasion.
transcription factor target	hsa-mir-183	"Carcinoma, Hepatocellular"	25813403	Wnt/¦Â-Catenin activates MiR-183/96/182 expression in hepatocellular carcinoma that promotes cell invasion.
transcription factor target	hsa-mir-96	"Carcinoma, Hepatocellular"	25813403	Wnt/¦Â-Catenin activates MiR-183/96/182 expression in hepatocellular carcinoma that promotes cell invasion.
transcription factor target	hsa-mir-210	Obesity	25833255	"Our data suggest that the inflammatory intrauterine environment associated with maternal obesity induces an NF¦ÊB1-mediated increase in miR-210 in a fetal sex-dependent manner, leading to inhibition of mitochondrial respiration and placental dysfunction in the placentas of female fetuses."
transcription factor target	hsa-mir-191	Breast Neoplasms	25867965	HIF-inducible miR-191 promotes migration in breast cancer through complex regulation of TGF¦Â-signaling in hypoxic microenvironment.
transcription factor target	hsa-mir-371	Colorectal Carcinoma	25868860	"The SOX17/miR-371-5p/SOX2 axis inhibits EMT, stem cell properties and metastasis in colorectal cancer."
transcription factor target	hsa-mir-182	Breast Neoplasms	25873390	Autocrine/Paracrine Human Growth Hormone-stimulated MicroRNA 96-182-183 Cluster Promotes Epithelial-Mesenchymal Transition and Invasion in Breast Cancer.
transcription factor target	hsa-mir-183	Breast Neoplasms	25873390	Autocrine/Paracrine Human Growth Hormone-stimulated MicroRNA 96-182-183 Cluster Promotes Epithelial-Mesenchymal Transition and Invasion in Breast Cancer.
transcription factor target	hsa-mir-96	Breast Neoplasms	25873390	Autocrine/Paracrine Human Growth Hormone-stimulated MicroRNA 96-182-183 Cluster Promotes Epithelial-Mesenchymal Transition and Invasion in Breast Cancer.
transcription factor target	hsa-mir-214	Sickle Cell Disease	25876995	Erythropoietin-mediated expression of placenta growth factor is regulated via activation of hypoxia-inducible factor-1¦Á and post-transcriptionally by miR-214 in sickle cell disease.
transcription factor target	hsa-mir-494	Lymphoma	25907832	The PTEN-AKT-mTOR/RICTOR Pathway in Nasal Natural Killer Cell Lymphoma Is Activated by miR-494-3p via PTEN But Inhibited by miR-142-3p via RICTOR.
transcription factor target	hsa-mir-593	"Squamous Cell Carcinoma, Tongue"	25912308	Mitochondrial fission determines cisplatin sensitivity in tongue squamous cell carcinoma through the BRCA1-miR-593-5p-MFF axis.
transcription factor target	hsa-mir-124	"Lymphoma, B-Cell"	25915824	MicroRNA-124 links p53 to the NF-¦ÊB pathway in B-cell lymphomas.
transcription factor target	hsa-mir-31	Breast Neoplasms	25927669	A novel mechanism of regulation of the anti-metastatic miR-31 by EMSY in breast cancer.
transcription factor target	hsa-mir-451	Glioblastoma	25937278	"These findings uncover miR-451 as a major effector of glucose-regulated AMPK signaling, allowing tumor cell adaptation to variations in nutrient availability in the tumor microenvironment."
transcription factor target	hsa-mir-218	Glioblastoma	25943352	Feedback circuitry between miR-218 repression and RTK activation in glioblastoma.
transcription factor target	hsa-mir-125b	Ovarian Neoplasms	25944662	PPAR¦Ã inhibits ovarian cancer cells proliferation through upregulation of miR-125b.
transcription factor target	hsa-mir-30	Heart Failure	25950484	"we describe that DOX causes acute and sustained miR-30 downregulation in cardiomyocytes via GATA-6. miR-30 overexpression protects cardiac cells from DOX-induced apoptosis, and its maintenance represents a potential cardioprotective and anti-tumorigenic strategy for anthracyclines."
transcription factor target	hsa-mir-200a	Breast Neoplasms	25972084	"our results suggest that Restin inhibits EMT and tumor metastasis by controlling the expression of the tumor metastasis suppressor mir-200a/b via association with p73. Our findings not only establish a mechanistic link between Restin, EMT and tumor metastasis, but also provide strong evidence supporting the notion that MAGE Group II proteins may exert a tumor suppressive effect in vivo."
transcription factor target	hsa-mir-200b	Breast Neoplasms	25972084	"our results suggest that Restin inhibits EMT and tumor metastasis by controlling the expression of the tumor metastasis suppressor mir-200a/b via association with p73. Our findings not only establish a mechanistic link between Restin, EMT and tumor metastasis, but also provide strong evidence supporting the notion that MAGE Group II proteins may exert a tumor suppressive effect in vivo."
transcription factor target	hsa-mir-125b	"Leukemia, Myeloid, Acute"	25982911	The deregulated expression of miR-125b in acute myeloid leukemia is dependent on the transcription factor C/EBP¦Á.
transcription factor target	hsa-mir-615	"Carcinoma, Hepatocellular"	25987019	PU.1 Is Identified as a Novel Metastasis Suppressor in Hepatocellular Carcinoma Regulating the miR-615-5p/IGF2 Axis.
transcription factor target	hsa-mir-148a	Obesity	26001136	"The results suggest that miR-148a is a biomarker of obesity in human subjects and mouse model, which represents a CREB-modulated miRNA that acts to repress Wnt1, thereby promoting adipocyte differentiation."
transcription factor target	hsa-mir-34a	Obesity	26036628	These data provide first in vitro and in vivo evidence for the leptin-antagonist potential of honokiol (HNK) revealing a crosstalk between HNK and miR34a and Wnt1-MTA1-¦Â-catenin axis.
transcription factor target	hsa-mir-19a	Pancreatic Neoplasms	26041879	Sp1-driven up-regulation of miR-19a decreases RHOB and promotes pancreatic cancer.
transcription factor target	hsa-mir-23b	"Carcinoma, Gastric"	26041881	The reciprocal regulation loop of Notch2 pathway and miR-23b in controlling gastric carcinogenesis.
transcription factor target	hsa-mir-146a	Leukemia	26045293	Differential hypoxic regulation of the microRNA-146a/CXCR4 pathway in normal and leukemic monocytic cells: impact on response to chemotherapy.
transcription factor target	hsa-mir-1	Prostate Neoplasms	26071255	EGF Receptor Promotes Prostate Cancer Bone Metastasis by Downregulating miR-1 and Activating TWIST1.
transcription factor target	hsa-mir-338	"Carcinoma, Hepatocellular"	26082033	Mineralocorticoid receptor suppresses cancer progression and the Warburg effect by modulating the miR-338-3p-PKLR axis in hepatocellular carcinoma.
transcription factor target	hsa-mir-29	Human Immunodeficiency Virus Infection	26108174	IL-21 induces antiviral microRNA-29 in CD4 T cells to limit HIV-1 infection.
transcription factor target	hsa-mir-155	Neoplasms [unspecific]	26156524	the losing equilibrium of the regulatory feedback loop between STAT1 and miR-155-5p influencing tumorigenesis.
transcription factor target	hsa-mir-224	Lung Neoplasms	26187928	MicroRNA-224 promotes tumor progression in nonsmall cell lung cancer.
transcription factor target	hsa-mir-29b	Glaucoma	26191170	"This study suggests that TGF-¦Â2 has a time-effect relationship with Tenon's capsule fibroblasts proliferation from glaucoma patients, and it stimulates Tenon's capsule fibroblast proliferation via suppression of miR-29b expression regulated by Nrf2."
transcription factor target	hsa-mir-373	Breast Neoplasms	26196741	MiR-373 drives the epithelial-to-mesenchymal transition and metastasis via the miR-373-TXNIP-HIF1¦Á-TWIST signaling axis in breast cancer.
transcription factor target	hsa-mir-214	Liver Fibrosis	26229009	These findings reveal a unique function for cellular or exosomal Twist1 in CCN2-dependent fibrogenesis.
transcription factor target	hsa-mir-182	Soft Tissue Sarcoma	26234681	these results suggest that sarcoma metastasis can be partially controlled through Pax7/MyoD-dependent activation of miR-182 and provide insight into the role that myogenic transcription factors have in sarcoma progression.
transcription factor target	hsa-mir-22	Lymphoma	26244872	"Jak3, STAT3, and STAT5 inhibit expression of miR-22, a novel tumor suppressor microRNA, in cutaneous T-Cell lymphoma."
transcription factor target	hsa-mir-150	"Lymphoma, Large-Cell, Anaplastic"	26258416	"our results suggest that hypomethylating drugs,alone or in combination with other agents, may benefit ALK(+) patients harboring tumors resistant to crizotinib and other anti-ALK tyrosine kinase inhibitors (TKIs). Moreover, these results support further work on miR-150 in these and other ALK(+) malignancies."
transcription factor target	hsa-mir-130a	Neoplasms [unspecific]	26272168	These findings reveal an evolutionarily conserved positive feedback mechanism underlying robustness of the Hippo pathway in size control and tumorigenesis.
transcription factor target	hsa-mir-206	Muscle Diseases [unspecific]	26272918	MyoD transcription factor induces myogenesis by inhibiting Twist-1 through miR-206.
